Chromosome,Start_Nucleotide,End_Nucleotide,Peak_ID
chr5,114567164,114567429,all_Chip_RFX1_vs_GRCm38.89_peak_7456
chr4,150061900,150062104,all_Chip_RFX1_vs_GRCm38.89_peak_7042
chr2,29234904,29235246,all_Chip_RFX1_vs_GRCm38.89_peak_5209
chr7,84403392,84403653,all_Chip_RFX1_vs_GRCm38.89_peak_8523
chr17,47763024,47763237,all_Chip_RFX1_vs_GRCm38.89_peak_4284
chr9,107637097,107637409,all_Chip_RFX1_vs_GRCm38.89_peak_9815
chr17,11728620,11728860,all_Chip_RFX1_vs_GRCm38.89_peak_4117
chr6,6111919,6112171,all_Chip_RFX1_vs_GRCm38.89_peak_7689
chr7,133094770,133095015,all_Chip_RFX1_vs_GRCm38.89_peak_8743
chr13,48152401,48152690,all_Chip_RFX1_vs_GRCm38.89_peak_2594
chr4,44995946,44996180,all_Chip_RFX1_vs_GRCm38.89_peak_6574
chr14,65971587,65971855,all_Chip_RFX1_vs_GRCm38.89_peak_3117
chr7,127017249,127017505,all_Chip_RFX1_vs_GRCm38.89_peak_8704
chr2,167112863,167113106,all_Chip_RFX1_vs_GRCm38.89_peak_5821
chr17,80061126,80061341,all_Chip_RFX1_vs_GRCm38.89_peak_4383
chr8,10474632,10474855,all_Chip_RFX1_vs_GRCm38.89_peak_8834
chr7,138159694,138159919,all_Chip_RFX1_vs_GRCm38.89_peak_8759
chr7,99415199,99415442,all_Chip_RFX1_vs_GRCm38.89_peak_8569
chrX,13236317,13236542,all_Chip_RFX1_vs_GRCm38.89_peak_9946
chr11,76322174,76322431,all_Chip_RFX1_vs_GRCm38.89_peak_1520
chr11,80961391,80961674,all_Chip_RFX1_vs_GRCm38.89_peak_1568
chr14,80135805,80136087,all_Chip_RFX1_vs_GRCm38.89_peak_3199
chr15,79326974,79327236,all_Chip_RFX1_vs_GRCm38.89_peak_3569
chr16,35591840,35592225,all_Chip_RFX1_vs_GRCm38.89_peak_3883
chr18,36715835,36716091,all_Chip_RFX1_vs_GRCm38.89_peak_4581
chr4,138635781,138636039,all_Chip_RFX1_vs_GRCm38.89_peak_6974
chr6,72712032,72712278,all_Chip_RFX1_vs_GRCm38.89_peak_7918
chr15,88149674,88149913,all_Chip_RFX1_vs_GRCm38.89_peak_3648
chr4,144997102,144997379,all_Chip_RFX1_vs_GRCm38.89_peak_7009
chr12,102058372,102058625,all_Chip_RFX1_vs_GRCm38.89_peak_2317
chr1,133744632,133744890,all_Chip_RFX1_vs_GRCm38.89_peak_413
chr11,84066173,84066502,all_Chip_RFX1_vs_GRCm38.89_peak_1584
chr18,75894160,75894408,all_Chip_RFX1_vs_GRCm38.89_peak_4739
chr2,163645031,163645269,all_Chip_RFX1_vs_GRCm38.89_peak_5787
chr8,90862321,90862537,all_Chip_RFX1_vs_GRCm38.89_peak_9128
chr10,53849017,53849326,all_Chip_RFX1_vs_GRCm38.89_peak_849
chr10,67026460,67026732,all_Chip_RFX1_vs_GRCm38.89_peak_905
chr1,169928108,169928387,all_Chip_RFX1_vs_GRCm38.89_peak_564
chr4,63592234,63592467,all_Chip_RFX1_vs_GRCm38.89_peak_6640
chr13,53393942,53394158,all_Chip_RFX1_vs_GRCm38.89_peak_2624
chr2,25978482,25978723,all_Chip_RFX1_vs_GRCm38.89_peak_5172
chr8,74879808,74880061,all_Chip_RFX1_vs_GRCm38.89_peak_9067
chr15,91537458,91537759,all_Chip_RFX1_vs_GRCm38.89_peak_3673
chr16,44423592,44423842,all_Chip_RFX1_vs_GRCm38.89_peak_3926
chr5,99076728,99076977,all_Chip_RFX1_vs_GRCm38.89_peak_7379
chr6,78278593,78278939,all_Chip_RFX1_vs_GRCm38.89_peak_7929
chrX,157422241,157422475,all_Chip_RFX1_vs_GRCm38.89_peak_10114
chr12,112644287,112644520,all_Chip_RFX1_vs_GRCm38.89_peak_2382
chr18,62977781,62978018,all_Chip_RFX1_vs_GRCm38.89_peak_4683
chr12,51883038,51883407,all_Chip_RFX1_vs_GRCm38.89_peak_2037
chr4,124276932,124277181,all_Chip_RFX1_vs_GRCm38.89_peak_6861
chr6,30674919,30675218,all_Chip_RFX1_vs_GRCm38.89_peak_7756
chr19,3929263,3929477,all_Chip_RFX1_vs_GRCm38.89_peak_4786
chr1,21901361,21901567,all_Chip_RFX1_vs_GRCm38.89_peak_44
chr12,79579840,79580174,all_Chip_RFX1_vs_GRCm38.89_peak_2165
chr14,96513046,96513321,all_Chip_RFX1_vs_GRCm38.89_peak_3211
chr3,142619738,142619997,all_Chip_RFX1_vs_GRCm38.89_peak_6402
chr3,63755775,63756099,all_Chip_RFX1_vs_GRCm38.89_peak_6071
chr5,5039789,5040053,all_Chip_RFX1_vs_GRCm38.89_peak_7092
chr5,86730756,86731047,all_Chip_RFX1_vs_GRCm38.89_peak_7338
chr7,74787207,74787509,all_Chip_RFX1_vs_GRCm38.89_peak_8472
chrX,164508913,164509225,all_Chip_RFX1_vs_GRCm38.89_peak_10131
chr1,35406782,35407016,all_Chip_RFX1_vs_GRCm38.89_peak_72
chr3,75482082,75482303,all_Chip_RFX1_vs_GRCm38.89_peak_6102
chr9,31962251,31962594,all_Chip_RFX1_vs_GRCm38.89_peak_9430
chrX,103695699,103695923,all_Chip_RFX1_vs_GRCm38.89_peak_10053
chr6,88204089,88204302,all_Chip_RFX1_vs_GRCm38.89_peak_7970
chr11,46235267,46235519,all_Chip_RFX1_vs_GRCm38.89_peak_1326
chr2,144238143,144238380,all_Chip_RFX1_vs_GRCm38.89_peak_5683
chr1,174555442,174555708,all_Chip_RFX1_vs_GRCm38.89_peak_595
chr1,13372312,13372580,all_Chip_RFX1_vs_GRCm38.89_peak_23
chr10,93180947,93181294,all_Chip_RFX1_vs_GRCm38.89_peak_1062
chr11,27264421,27264703,all_Chip_RFX1_vs_GRCm38.89_peak_1267
chr12,101740567,101740838,all_Chip_RFX1_vs_GRCm38.89_peak_2316
chr13,28483956,28484216,all_Chip_RFX1_vs_GRCm38.89_peak_2496
chr14,117225188,117225477,all_Chip_RFX1_vs_GRCm38.89_peak_3252
chr15,33935348,33935566,all_Chip_RFX1_vs_GRCm38.89_peak_3367
chr15,48421490,48421797,all_Chip_RFX1_vs_GRCm38.89_peak_3423
chr16,78697619,78698038,all_Chip_RFX1_vs_GRCm38.89_peak_3999
chr3,98968985,98969212,all_Chip_RFX1_vs_GRCm38.89_peak_6209
chr7,27798410,27798610,all_Chip_RFX1_vs_GRCm38.89_peak_8330
chr9,25167486,25167758,all_Chip_RFX1_vs_GRCm38.89_peak_9398
chrX,102031910,102032199,all_Chip_RFX1_vs_GRCm38.89_peak_10046
chrX,108813852,108814214,all_Chip_RFX1_vs_GRCm38.89_peak_10064
chrX,38428813,38429054,all_Chip_RFX1_vs_GRCm38.89_peak_9967
chr10,75439169,75439450,all_Chip_RFX1_vs_GRCm38.89_peak_942
chr10,24444594,24444874,all_Chip_RFX1_vs_GRCm38.89_peak_751
chr15,80401421,80401655,all_Chip_RFX1_vs_GRCm38.89_peak_3581
chr19,4222226,4222485,all_Chip_RFX1_vs_GRCm38.89_peak_4792
chr13,46979635,46979849,all_Chip_RFX1_vs_GRCm38.89_peak_2584
chr5,132971031,132971303,all_Chip_RFX1_vs_GRCm38.89_peak_7558
chr11,115162784,115163002,all_Chip_RFX1_vs_GRCm38.89_peak_1816
chr13,51761267,51761498,all_Chip_RFX1_vs_GRCm38.89_peak_2615
chr12,82072870,82073101,all_Chip_RFX1_vs_GRCm38.89_peak_2193
chr15,79169557,79169832,all_Chip_RFX1_vs_GRCm38.89_peak_3567
chr8,4217429,4217705,all_Chip_RFX1_vs_GRCm38.89_peak_8818
chr9,57130678,57130894,all_Chip_RFX1_vs_GRCm38.89_peak_9574
chr9,47530472,47530686,all_Chip_RFX1_vs_GRCm38.89_peak_9520
chr17,27718320,27718541,all_Chip_RFX1_vs_GRCm38.89_peak_4174
chr5,141721498,141721751,all_Chip_RFX1_vs_GRCm38.89_peak_7626
chr11,72143099,72143432,all_Chip_RFX1_vs_GRCm38.89_peak_1491
chr12,105455299,105455565,all_Chip_RFX1_vs_GRCm38.89_peak_2336
chr14,120133813,120134012,all_Chip_RFX1_vs_GRCm38.89_peak_3262
chr1,66395322,66395630,all_Chip_RFX1_vs_GRCm38.89_peak_191
chr17,34118169,34118384,all_Chip_RFX1_vs_GRCm38.89_peak_4226
chr17,48410622,48410864,all_Chip_RFX1_vs_GRCm38.89_peak_4287
chr17,71015035,71015262,all_Chip_RFX1_vs_GRCm38.89_peak_4362
chr2,165758587,165758869,all_Chip_RFX1_vs_GRCm38.89_peak_5806
chr2,99831367,99831716,all_Chip_RFX1_vs_GRCm38.89_peak_5489
chr3,101561267,101561528,all_Chip_RFX1_vs_GRCm38.89_peak_6223
chr3,152593096,152593365,all_Chip_RFX1_vs_GRCm38.89_peak_6439
chr3,27978059,27978328,all_Chip_RFX1_vs_GRCm38.89_peak_5944
chr4,10697441,10697760,all_Chip_RFX1_vs_GRCm38.89_peak_6477
chr4,134396000,134396369,all_Chip_RFX1_vs_GRCm38.89_peak_6940
chr5,100349526,100349774,all_Chip_RFX1_vs_GRCm38.89_peak_7385
chr6,54554345,54554680,all_Chip_RFX1_vs_GRCm38.89_peak_7861
chr7,30588973,30589233,all_Chip_RFX1_vs_GRCm38.89_peak_8350
chr5,115436908,115437138,all_Chip_RFX1_vs_GRCm38.89_peak_7465
chr15,62190209,62190487,all_Chip_RFX1_vs_GRCm38.89_peak_3478
chr4,97874805,97875237,all_Chip_RFX1_vs_GRCm38.89_peak_6720
chr9,77771835,77772120,all_Chip_RFX1_vs_GRCm38.89_peak_9688
chr9,109095427,109095630,all_Chip_RFX1_vs_GRCm38.89_peak_9843
chr10,85608530,85608764,all_Chip_RFX1_vs_GRCm38.89_peak_1022
chr13,81783531,81783756,all_Chip_RFX1_vs_GRCm38.89_peak_2737
chr2,36021941,36022222,all_Chip_RFX1_vs_GRCm38.89_peak_5281
chr4,137681567,137681811,all_Chip_RFX1_vs_GRCm38.89_peak_6964
chr9,103503986,103504223,all_Chip_RFX1_vs_GRCm38.89_peak_9787
chr9,62783323,62783526,all_Chip_RFX1_vs_GRCm38.89_peak_9618
chr12,118481416,118481645,all_Chip_RFX1_vs_GRCm38.89_peak_2415
chr2,119632243,119632461,all_Chip_RFX1_vs_GRCm38.89_peak_5568
chr2,77681678,77681959,all_Chip_RFX1_vs_GRCm38.89_peak_5423
chr6,28890591,28890816,all_Chip_RFX1_vs_GRCm38.89_peak_7740
chr12,100203106,100203358,all_Chip_RFX1_vs_GRCm38.89_peak_2302
chr12,112683505,112683730,all_Chip_RFX1_vs_GRCm38.89_peak_2383
chr15,78876327,78876543,all_Chip_RFX1_vs_GRCm38.89_peak_3562
chr19,53080779,53081064,all_Chip_RFX1_vs_GRCm38.89_peak_5022
chr2,27603356,27603621,all_Chip_RFX1_vs_GRCm38.89_peak_5192
chr2,35677839,35678045,all_Chip_RFX1_vs_GRCm38.89_peak_5279
chr3,107375311,107375550,all_Chip_RFX1_vs_GRCm38.89_peak_6274
chr4,142214684,142215008,all_Chip_RFX1_vs_GRCm38.89_peak_7001
chr5,129878142,129878446,all_Chip_RFX1_vs_GRCm38.89_peak_7549
chr6,117891523,117891786,all_Chip_RFX1_vs_GRCm38.89_peak_8118
chr7,109011953,109012223,all_Chip_RFX1_vs_GRCm38.89_peak_8605
chr8,94807478,94807793,all_Chip_RFX1_vs_GRCm38.89_peak_9162
chr9,107660917,107661215,all_Chip_RFX1_vs_GRCm38.89_peak_9817
chr18,23516433,23516728,all_Chip_RFX1_vs_GRCm38.89_peak_4511
chr8,127774716,127774968,all_Chip_RFX1_vs_GRCm38.89_peak_9319
chr6,58882409,58882634,all_Chip_RFX1_vs_GRCm38.89_peak_7875
chr10,70861190,70861475,all_Chip_RFX1_vs_GRCm38.89_peak_928
chr11,54812801,54813054,all_Chip_RFX1_vs_GRCm38.89_peak_1361
chr11,96946600,96946903,all_Chip_RFX1_vs_GRCm38.89_peak_1667
chr16,43951458,43951704,all_Chip_RFX1_vs_GRCm38.89_peak_3919
chr17,15704395,15704681,all_Chip_RFX1_vs_GRCm38.89_peak_4129
chr17,31789957,31790261,all_Chip_RFX1_vs_GRCm38.89_peak_4210
chr19,24031070,24031291,all_Chip_RFX1_vs_GRCm38.89_peak_4893
chr6,145546297,145546640,all_Chip_RFX1_vs_GRCm38.89_peak_8222
chr9,89874514,89874770,all_Chip_RFX1_vs_GRCm38.89_peak_9730
chrX,168673338,168673601,all_Chip_RFX1_vs_GRCm38.89_peak_10141
chr15,82275771,82275969,all_Chip_RFX1_vs_GRCm38.89_peak_3597
chr10,71451780,71452020,all_Chip_RFX1_vs_GRCm38.89_peak_933
chr1,164178575,164178893,all_Chip_RFX1_vs_GRCm38.89_peak_538
chr11,91327542,91327782,all_Chip_RFX1_vs_GRCm38.89_peak_1640
chr12,90274658,90274956,all_Chip_RFX1_vs_GRCm38.89_peak_2262
chr1,57430131,57430396,all_Chip_RFX1_vs_GRCm38.89_peak_147
chr16,43362967,43363172,all_Chip_RFX1_vs_GRCm38.89_peak_3912
chr4,144872922,144873215,all_Chip_RFX1_vs_GRCm38.89_peak_7008
chr6,108425030,108425244,all_Chip_RFX1_vs_GRCm38.89_peak_8062
chr7,117589421,117589676,all_Chip_RFX1_vs_GRCm38.89_peak_8652
chr8,35659309,35659551,all_Chip_RFX1_vs_GRCm38.89_peak_8930
chr9,83602210,83602582,all_Chip_RFX1_vs_GRCm38.89_peak_9711
chr18,82765304,82765561,all_Chip_RFX1_vs_GRCm38.89_peak_4766
chr15,78205282,78205603,all_Chip_RFX1_vs_GRCm38.89_peak_3555
chr6,115974011,115974331,all_Chip_RFX1_vs_GRCm38.89_peak_8106
chr10,70993622,70994067,all_Chip_RFX1_vs_GRCm38.89_peak_930
chr2,8916904,8917192,all_Chip_RFX1_vs_GRCm38.89_peak_5104
chr3,82268488,82268851,all_Chip_RFX1_vs_GRCm38.89_peak_6120
chr5,45120367,45120637,all_Chip_RFX1_vs_GRCm38.89_peak_7240
chr7,16933217,16933467,all_Chip_RFX1_vs_GRCm38.89_peak_8280
chr15,80358718,80358943,all_Chip_RFX1_vs_GRCm38.89_peak_3580
chr12,64964707,64964990,all_Chip_RFX1_vs_GRCm38.89_peak_2078
chr12,83513427,83513637,all_Chip_RFX1_vs_GRCm38.89_peak_2206
chr13,28738617,28738906,all_Chip_RFX1_vs_GRCm38.89_peak_2497
chr16,8605372,8605639,all_Chip_RFX1_vs_GRCm38.89_peak_3758
chr3,83517392,83517696,all_Chip_RFX1_vs_GRCm38.89_peak_6124
chr5,110873192,110873472,all_Chip_RFX1_vs_GRCm38.89_peak_7429
chr6,118955816,118956016,all_Chip_RFX1_vs_GRCm38.89_peak_8124
chr2,84742690,84742883,all_Chip_RFX1_vs_GRCm38.89_peak_5444
chr5,66451329,66451783,all_Chip_RFX1_vs_GRCm38.89_peak_7278
chr10,81407610,81407846,all_Chip_RFX1_vs_GRCm38.89_peak_995
chr14,64099871,64100107,all_Chip_RFX1_vs_GRCm38.89_peak_3103
chr4,141875184,141875520,all_Chip_RFX1_vs_GRCm38.89_peak_6996
chr7,19715795,19716037,all_Chip_RFX1_vs_GRCm38.89_peak_8306
chr11,120100847,120101156,all_Chip_RFX1_vs_GRCm38.89_peak_1864
chr11,62997933,62998185,all_Chip_RFX1_vs_GRCm38.89_peak_1417
chr8,23388654,23388889,all_Chip_RFX1_vs_GRCm38.89_peak_8887
chr2,64455943,64456205,all_Chip_RFX1_vs_GRCm38.89_peak_5368
chr10,62202724,62202932,all_Chip_RFX1_vs_GRCm38.89_peak_896
chr12,110706770,110707038,all_Chip_RFX1_vs_GRCm38.89_peak_2358
chr17,17910244,17910465,all_Chip_RFX1_vs_GRCm38.89_peak_4132
chr4,140961103,140961341,all_Chip_RFX1_vs_GRCm38.89_peak_6989
chr15,68258649,68258928,all_Chip_RFX1_vs_GRCm38.89_peak_3505
chr16,50529206,50529438,all_Chip_RFX1_vs_GRCm38.89_peak_3943
chr5,30711483,30711715,all_Chip_RFX1_vs_GRCm38.89_peak_7164
chr12,100772324,100772644,all_Chip_RFX1_vs_GRCm38.89_peak_2309
chr12,56415386,56415612,all_Chip_RFX1_vs_GRCm38.89_peak_2071
chr12,84451872,84452150,all_Chip_RFX1_vs_GRCm38.89_peak_2217
chr4,126655480,126655726,all_Chip_RFX1_vs_GRCm38.89_peak_6874
chr16,96394028,96394307,all_Chip_RFX1_vs_GRCm38.89_peak_4067
chr8,10130924,10131166,all_Chip_RFX1_vs_GRCm38.89_peak_8831
chr14,21252376,21252666,all_Chip_RFX1_vs_GRCm38.89_peak_2929
chr7,63620680,63620933,all_Chip_RFX1_vs_GRCm38.89_peak_8425
chr9,47546246,47546462,all_Chip_RFX1_vs_GRCm38.89_peak_9522
chrX,95968701,95968954,all_Chip_RFX1_vs_GRCm38.89_peak_10027
chr6,112973838,112974050,all_Chip_RFX1_vs_GRCm38.89_peak_8078
chr16,18380602,18380831,all_Chip_RFX1_vs_GRCm38.89_peak_3802
chr3,27342085,27342356,all_Chip_RFX1_vs_GRCm38.89_peak_5937
chr2,49272773,49272979,all_Chip_RFX1_vs_GRCm38.89_peak_5321
chr5,19226655,19226897,all_Chip_RFX1_vs_GRCm38.89_peak_7114
chr10,41934790,41935073,all_Chip_RFX1_vs_GRCm38.89_peak_816
chr7,109218831,109219115,all_Chip_RFX1_vs_GRCm38.89_peak_8606
chr7,145283871,145284108,all_Chip_RFX1_vs_GRCm38.89_peak_8811
chr10,88201196,88201490,all_Chip_RFX1_vs_GRCm38.89_peak_1036
chr11,96969831,96970034,all_Chip_RFX1_vs_GRCm38.89_peak_1668
chr12,86726503,86726764,all_Chip_RFX1_vs_GRCm38.89_peak_2239
chr14,64199839,64200060,all_Chip_RFX1_vs_GRCm38.89_peak_3104
chr15,38390389,38390628,all_Chip_RFX1_vs_GRCm38.89_peak_3395
chr18,34247957,34248243,all_Chip_RFX1_vs_GRCm38.89_peak_4553
chr19,30097082,30097431,all_Chip_RFX1_vs_GRCm38.89_peak_4924
chr2,26478860,26479118,all_Chip_RFX1_vs_GRCm38.89_peak_5184
chr3,27938783,27938998,all_Chip_RFX1_vs_GRCm38.89_peak_5943
chr5,142761256,142761531,all_Chip_RFX1_vs_GRCm38.89_peak_7631
chr6,134829835,134830166,all_Chip_RFX1_vs_GRCm38.89_peak_8180
chr6,37870654,37870884,all_Chip_RFX1_vs_GRCm38.89_peak_7789
chr10,83711960,83712204,all_Chip_RFX1_vs_GRCm38.89_peak_1005
chr10,85044132,85044457,all_Chip_RFX1_vs_GRCm38.89_peak_1017
chr11,6480850,6481104,all_Chip_RFX1_vs_GRCm38.89_peak_1212
chr11,70525173,70525400,all_Chip_RFX1_vs_GRCm38.89_peak_1482
chr1,181755336,181755647,all_Chip_RFX1_vs_GRCm38.89_peak_631
chr12,32953641,32953881,all_Chip_RFX1_vs_GRCm38.89_peak_1978
chr13,48609522,48609810,all_Chip_RFX1_vs_GRCm38.89_peak_2601
chr13,63815207,63815406,all_Chip_RFX1_vs_GRCm38.89_peak_2688
chr17,53611824,53612024,all_Chip_RFX1_vs_GRCm38.89_peak_4304
chr18,35383540,35383804,all_Chip_RFX1_vs_GRCm38.89_peak_4564
chr5,32403604,32403817,all_Chip_RFX1_vs_GRCm38.89_peak_7176
chr5,41812370,41812600,all_Chip_RFX1_vs_GRCm38.89_peak_7227
chr8,108885537,108885751,all_Chip_RFX1_vs_GRCm38.89_peak_9217
chr9,60311571,60312082,all_Chip_RFX1_vs_GRCm38.89_peak_9590
chr1,160785874,160786110,all_Chip_RFX1_vs_GRCm38.89_peak_523
chr14,32906587,32906861,all_Chip_RFX1_vs_GRCm38.89_peak_2989
chr19,16050004,16050242,all_Chip_RFX1_vs_GRCm38.89_peak_4866
chr6,122268555,122268814,all_Chip_RFX1_vs_GRCm38.89_peak_8140
chrX,136590728,136590986,all_Chip_RFX1_vs_GRCm38.89_peak_10081
chr10,69574139,69574361,all_Chip_RFX1_vs_GRCm38.89_peak_921
chr19,21758582,21758881,all_Chip_RFX1_vs_GRCm38.89_peak_4880
chr7,126582826,126583094,all_Chip_RFX1_vs_GRCm38.89_peak_8696
chr10,128368915,128369120,all_Chip_RFX1_vs_GRCm38.89_peak_1188
chr3,8642060,8642290,all_Chip_RFX1_vs_GRCm38.89_peak_5891
chr17,34141586,34141778,all_Chip_RFX1_vs_GRCm38.89_peak_4227
chr3,82038630,82038880,all_Chip_RFX1_vs_GRCm38.89_peak_6119
chr8,105474297,105474543,all_Chip_RFX1_vs_GRCm38.89_peak_9200
chr13,43711786,43711995,all_Chip_RFX1_vs_GRCm38.89_peak_2565
chr9,40928454,40928694,all_Chip_RFX1_vs_GRCm38.89_peak_9466
chr12,84009075,84009382,all_Chip_RFX1_vs_GRCm38.89_peak_2209
chr19,43878398,43878701,all_Chip_RFX1_vs_GRCm38.89_peak_4986
chr3,142700987,142701209,all_Chip_RFX1_vs_GRCm38.89_peak_6403
chr5,114263987,114264326,all_Chip_RFX1_vs_GRCm38.89_peak_7454
chr5,118214379,118214688,all_Chip_RFX1_vs_GRCm38.89_peak_7476
chr5,120588915,120589121,all_Chip_RFX1_vs_GRCm38.89_peak_7486
chr9,50887419,50887665,all_Chip_RFX1_vs_GRCm38.89_peak_9544
chr9,56120407,56120625,all_Chip_RFX1_vs_GRCm38.89_peak_9567
chr17,68770749,68771141,all_Chip_RFX1_vs_GRCm38.89_peak_4349
chr3,124320690,124320962,all_Chip_RFX1_vs_GRCm38.89_peak_6344
chr17,23924686,23924921,all_Chip_RFX1_vs_GRCm38.89_peak_4138
chr2,28131388,28131611,all_Chip_RFX1_vs_GRCm38.89_peak_5195
chr5,98016865,98017101,all_Chip_RFX1_vs_GRCm38.89_peak_7376
chr2,131902853,131903131,all_Chip_RFX1_vs_GRCm38.89_peak_5644
chr11,8532206,8532432,all_Chip_RFX1_vs_GRCm38.89_peak_1219
chr1,97540786,97540978,all_Chip_RFX1_vs_GRCm38.89_peak_332
chr2,167420775,167421007,all_Chip_RFX1_vs_GRCm38.89_peak_5826
chr15,74673430,74673646,all_Chip_RFX1_vs_GRCm38.89_peak_3526
chr5,134437500,134437744,all_Chip_RFX1_vs_GRCm38.89_peak_7563
chr10,80137903,80138118,all_Chip_RFX1_vs_GRCm38.89_peak_969
chr11,23080526,23080872,all_Chip_RFX1_vs_GRCm38.89_peak_1259
chr11,66258630,66258933,all_Chip_RFX1_vs_GRCm38.89_peak_1434
chr15,73687702,73688013,all_Chip_RFX1_vs_GRCm38.89_peak_3524
chr6,124901053,124901370,all_Chip_RFX1_vs_GRCm38.89_peak_8151
chr7,110109224,110109496,all_Chip_RFX1_vs_GRCm38.89_peak_8613
chr7,144207801,144208109,all_Chip_RFX1_vs_GRCm38.89_peak_8802
chr9,99388153,99388491,all_Chip_RFX1_vs_GRCm38.89_peak_9763
chr12,76965977,76966178,all_Chip_RFX1_vs_GRCm38.89_peak_2148
chr12,99757741,99758071,all_Chip_RFX1_vs_GRCm38.89_peak_2297
chr13,95822988,95823305,all_Chip_RFX1_vs_GRCm38.89_peak_2782
chr15,96547985,96548238,all_Chip_RFX1_vs_GRCm38.89_peak_3691
chr16,44556491,44556711,all_Chip_RFX1_vs_GRCm38.89_peak_3928
chr2,110314447,110314705,all_Chip_RFX1_vs_GRCm38.89_peak_5534
chr4,149308258,149308493,all_Chip_RFX1_vs_GRCm38.89_peak_7029
chr15,53542914,53543153,all_Chip_RFX1_vs_GRCm38.89_peak_3436
chr2,159344212,159344440,all_Chip_RFX1_vs_GRCm38.89_peak_5769
chrX,105929346,105929616,all_Chip_RFX1_vs_GRCm38.89_peak_10062
chr3,26534737,26534980,all_Chip_RFX1_vs_GRCm38.89_peak_5932
chr3,36493660,36493979,all_Chip_RFX1_vs_GRCm38.89_peak_5984
chr10,116416148,116416402,all_Chip_RFX1_vs_GRCm38.89_peak_1138
chr12,51865892,51866171,all_Chip_RFX1_vs_GRCm38.89_peak_2036
chr14,17917263,17917511,all_Chip_RFX1_vs_GRCm38.89_peak_2912
chr5,73256742,73256965,all_Chip_RFX1_vs_GRCm38.89_peak_7299
chr10,56611755,56612025,all_Chip_RFX1_vs_GRCm38.89_peak_854
chr14,9974441,9974781,all_Chip_RFX1_vs_GRCm38.89_peak_2886
chr2,119726594,119726830,all_Chip_RFX1_vs_GRCm38.89_peak_5569
chr4,100811380,100811636,all_Chip_RFX1_vs_GRCm38.89_peak_6737
chr5,45595705,45596044,all_Chip_RFX1_vs_GRCm38.89_peak_7242
chr5,85525877,85526198,all_Chip_RFX1_vs_GRCm38.89_peak_7336
chr8,122987376,122987681,all_Chip_RFX1_vs_GRCm38.89_peak_9286
chr9,34811284,34811546,all_Chip_RFX1_vs_GRCm38.89_peak_9439
chrX,11345513,11345781,all_Chip_RFX1_vs_GRCm38.89_peak_9934
chr1,134955088,134955329,all_Chip_RFX1_vs_GRCm38.89_peak_424
chr17,84081675,84081897,all_Chip_RFX1_vs_GRCm38.89_peak_4405
chr19,17715533,17715887,all_Chip_RFX1_vs_GRCm38.89_peak_4870
chr19,29049752,29050020,all_Chip_RFX1_vs_GRCm38.89_peak_4919
chr19,49855624,49855982,all_Chip_RFX1_vs_GRCm38.89_peak_5013
chr4,95117255,95117562,all_Chip_RFX1_vs_GRCm38.89_peak_6704
chr8,105758497,105758753,all_Chip_RFX1_vs_GRCm38.89_peak_9205
chr10,92439112,92439376,all_Chip_RFX1_vs_GRCm38.89_peak_1058
chr1,158918308,158918636,all_Chip_RFX1_vs_GRCm38.89_peak_513
chr11,98628724,98628942,all_Chip_RFX1_vs_GRCm38.89_peak_1689
chr12,92618580,92618807,all_Chip_RFX1_vs_GRCm38.89_peak_2272
chr13,4046877,4047178,all_Chip_RFX1_vs_GRCm38.89_peak_2426
chr13,98214700,98214943,all_Chip_RFX1_vs_GRCm38.89_peak_2793
chr15,13426804,13427062,all_Chip_RFX1_vs_GRCm38.89_peak_3323
chr16,83132923,83133249,all_Chip_RFX1_vs_GRCm38.89_peak_4001
chr3,102804051,102804277,all_Chip_RFX1_vs_GRCm38.89_peak_6233
chr3,141689170,141689407,all_Chip_RFX1_vs_GRCm38.89_peak_6397
chr5,77762050,77762275,all_Chip_RFX1_vs_GRCm38.89_peak_7327
chr5,8439745,8440073,all_Chip_RFX1_vs_GRCm38.89_peak_7102
chr6,103527464,103527720,all_Chip_RFX1_vs_GRCm38.89_peak_8059
chr6,15810878,15811151,all_Chip_RFX1_vs_GRCm38.89_peak_7705
chr6,62917101,62917340,all_Chip_RFX1_vs_GRCm38.89_peak_7891
chr6,65783849,65784124,all_Chip_RFX1_vs_GRCm38.89_peak_7899
chr8,42999016,42999211,all_Chip_RFX1_vs_GRCm38.89_peak_8950
chr9,44758861,44759125,all_Chip_RFX1_vs_GRCm38.89_peak_9497
chr9,58619522,58619753,all_Chip_RFX1_vs_GRCm38.89_peak_9578
chr9,92178946,92179205,all_Chip_RFX1_vs_GRCm38.89_peak_9734
chrX,47949797,47950105,all_Chip_RFX1_vs_GRCm38.89_peak_9972
chrX,68720599,68720842,all_Chip_RFX1_vs_GRCm38.89_peak_9988
chrX,89574939,89575175,all_Chip_RFX1_vs_GRCm38.89_peak_10015
chr10,62712528,62712732,all_Chip_RFX1_vs_GRCm38.89_peak_900
chr11,29611729,29611984,all_Chip_RFX1_vs_GRCm38.89_peak_1273
chr17,31967421,31967647,all_Chip_RFX1_vs_GRCm38.89_peak_4216
chr8,24419351,24419552,all_Chip_RFX1_vs_GRCm38.89_peak_8892
chr11,105286316,105286568,all_Chip_RFX1_vs_GRCm38.89_peak_1746
